Device, SerialNo, Battery Level, Measure Date Time, Temperature
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:26, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:26, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:26, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:26, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:26, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:26, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:26, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:27, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:28, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:29, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
A137DF75-DABD-48F7-AAA2-68DF13B7D24B, 5171000182, 100, 2021-01-22T20:32:30, 36.7
